Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation_Milling,Operation_Turning,Material_Brass,Material_Cast Iron,Material_Mild Steel,Tool_Type_Carbide,Tool_Type_Coated Carbide,Tool_Type_HSS
2480,0.358,0.397,245,22.06187907519525,True,False,False,False,True,True,False,False
1684,0.358,1.748,102,15.161823079732464,True,False,False,False,True,False,False,True
2790,0.235,2.36,28,2.399700639250628,True,False,True,False,False,False,True,False
613,0.356,1.275,155,54.502665579930984,False,True,False,True,False,False,False,True
1098,0.31,2.841,194,29.68218595676023,False,True,False,False,True,False,True,False
938,0.317,0.899,29,5.5629998375934715,False,True,True,False,False,False,False,True
1684,0.138,2.129,26,6.552838377097261,False,True,False,False,True,True,False,False
2419,0.458,2.507,98,7.064899748494696,False,True,False,True,False,False,False,True
2628,0.227,0.606,249,26.016931410549667,True,False,True,False,False,True,False,False
1724,0.294,1.764,150,17.764039614436545,False,True,False,False,True,True,False,False
2606,0.169,1.006,153,23.224753683618506,False,True,False,True,False,True,False,False
658,0.092,1.236,198,328.79509007032266,True,False,False,True,False,False,False,True
2969,0.369,1.686,35,1.8333660699146905,False,True,True,False,False,False,False,True
2560,0.403,2.979,60,3.912836321910255,True,False,False,False,True,False,True,False
2525,0.246,2.959,192,25.11519604319269,True,False,False,False,True,True,False,False
2554,0.096,2.074,293,93.566041220324,True,False,False,True,False,False,True,False
2919,0.325,1.465,153,12.57866851542277,True,False,False,True,False,False,True,False
1600,0.339,1.021,295,33.68188359108942,False,True,False,False,True,True,False,False
1041,0.216,2.535,188,47.826328899594984,False,True,False,True,False,False,True,False
2279,0.294,2.149,222,24.873987823522278,True,False,True,False,False,False,False,True
1720,0.306,2.898,111,16.537962156687225,True,False,False,False,True,True,False,False
2752,0.115,2.885,251,61.761022678067846,False,True,False,True,False,False,False,True
1181,0.131,2.664,35,11.985975476185175,False,True,False,False,True,False,True,False
680,0.192,1.495,132,79.16429758173796,True,False,True,False,False,False,False,True
2138,0.219,2.847,205,32.712808946167286,True,False,True,False,False,False,False,True
1314,0.245,1.203,282,67.05331964466002,True,False,False,True,False,False,True,False
2391,0.299,0.981,67,5.913546342829767,False,True,False,True,False,True,False,False
1863,0.101,0.305,59,13.666841188671338,False,True,True,False,False,False,True,False
2876,0.069,1.136,71,26.515752231116352,False,True,False,False,True,False,False,True
1771,0.081,2.592,65,32.0891212298574,True,False,False,False,True,False,True,False
970,0.233,1.769,244,89.05440278221074,True,False,False,True,False,True,False,False
662,0.081,1.759,290,288.96353533344194,False,True,False,False,True,False,True,False
917,0.217,2.269,276,124.88734970004789,True,False,False,False,True,False,False,True
1306,0.271,2.465,114,23.808203786102364,True,False,True,False,False,False,False,True
936,0.131,2.68,144,75.84061367503907,False,True,False,True,False,True,False,False
1695,0.097,0.69,51,23.586627584619766,False,True,False,True,False,False,False,True
1307,0.407,0.646,248,26.60031796380321,False,True,False,False,True,True,False,False
1247,0.398,0.654,91,10.334341380063075,True,False,True,False,False,False,True,False
1023,0.45,2.364,169,15.333418605230639,False,True,True,False,False,False,True,False
1332,0.474,0.47,211,25.81540097310112,False,True,False,True,False,False,False,True
2076,0.197,0.81,30,4.15810431106263,False,True,False,True,False,False,True,False
2584,0.102,0.249,117,30.48680950334958,False,True,False,True,False,True,False,False
695,0.202,1.111,80,42.83383790400324,True,False,False,True,False,False,True,False
807,0.128,0.864,108,62.779516673961346,False,True,True,False,False,False,False,True
2477,0.217,2.558,211,18.291213298656892,False,True,True,False,False,True,False,False
1616,0.141,2.083,187,65.58859103394857,True,False,False,False,True,True,False,False
1736,0.164,1.07,124,35.37659822863302,False,True,False,True,False,False,False,True
2015,0.407,1.781,145,8.652513294367512,False,True,True,False,False,True,False,False
2337,0.354,1.76,253,21.363380332140114,True,False,False,False,True,False,True,False
2725,0.336,2.759,69,4.222040220674757,False,True,False,False,True,False,True,False
764,0.364,1.471,210,42.50240289231816,True,False,True,False,False,False,True,False
1597,0.172,0.229,245,54.663060298451775,False,True,False,False,True,True,False,False
1889,0.185,2.543,100,20.82403154804027,True,False,True,False,False,False,False,True
889,0.073,1.953,199,170.36483070779482,False,True,False,False,True,False,True,False
2452,0.491,0.961,119,8.758972011719472,True,False,False,True,False,True,False,False
1127,0.401,0.571,177,29.99703617719416,True,False,True,False,False,False,False,True
1836,0.139,1.773,218,65.85697859657391,False,True,False,True,False,False,False,True
2175,0.338,2.742,291,41.194058171727065,True,False,False,True,False,False,False,True
2649,0.258,0.696,138,17.279413386528258,True,False,False,True,False,True,False,False
853,0.15,2.471,142,114.09896734854607,True,False,False,True,False,False,False,True
504,0.365,0.739,84,31.27298439567919,False,True,False,False,True,False,False,True
1657,0.372,1.425,26,4.557153039576088,True,False,False,True,False,False,False,True
1927,0.468,2.27,203,9.38167981827591,False,True,True,False,False,False,True,False
889,0.361,2.62,38,6.584563294956153,False,True,False,False,True,False,True,False
2544,0.119,2.54,114,32.30452380703244,True,False,False,True,False,True,False,False
684,0.301,1.504,68,22.082736321981553,False,True,False,True,False,True,False,False
528,0.051,1.053,28,110.38588524249079,True,False,False,True,False,False,False,True
577,0.363,0.828,55,19.731255793543735,True,False,False,True,False,False,True,False
2590,0.424,0.934,22,1.3697477960886015,False,True,False,True,False,True,False,False
1014,0.079,0.714,250,225.66267245978142,True,False,False,False,True,False,True,False
2163,0.285,1.746,22,3.807644925115199,True,False,False,True,False,False,False,True
949,0.449,2.589,225,53.12186639704073,True,False,False,True,False,False,False,True
2444,0.07,0.745,217,91.97542896922077,True,False,True,False,False,False,False,True
1989,0.314,2.687,248,33.35632502872582,True,False,False,True,False,True,False,False
2719,0.215,1.04,298,36.79303338205824,False,True,False,False,True,False,False,True
2186,0.186,1.451,277,51.447843192204914,True,False,False,False,True,True,False,False
1516,0.368,0.545,33,4.803946571898481,False,True,False,True,False,False,False,True
630,0.443,1.908,69,14.548990091526854,False,True,False,False,True,True,False,False
1456,0.383,2.126,177,17.054344745909482,False,True,False,False,True,False,True,False
1769,0.476,1.137,125,10.295360108301207,False,True,False,False,True,False,False,True
1161,0.461,2.044,48,7.668064894655574,True,False,False,True,False,True,False,False
1285,0.462,1.768,201,19.657709555989815,False,True,False,False,True,True,False,False
2928,0.337,2.939,39,1.8985799275616657,False,True,True,False,False,True,False,False
2836,0.211,0.827,267,25.476410566845058,True,False,True,False,False,False,True,False
2945,0.177,2.863,63,10.951644544669039,True,False,False,False,True,False,False,True
953,0.244,1.709,226,46.47953253589851,False,True,True,False,False,True,False,False
1687,0.425,0.464,139,16.497148338556045,True,False,False,True,False,True,False,False
2709,0.075,2.247,260,70.24570565327825,True,False,True,False,False,False,True,False
969,0.098,1.489,115,70.54808853769987,True,False,True,False,False,False,True,False
2153,0.409,2.013,122,8.683293351196463,False,True,False,False,True,True,False,False
1927,0.369,1.139,72,6.276382876697739,False,True,False,False,True,True,False,False
2529,0.442,1.965,105,6.451945170110088,False,True,False,True,False,True,False,False
609,0.259,1.787,290,138.42940822344855,True,False,True,False,False,False,False,True
2280,0.189,0.284,16,2.5400694953889946,False,True,False,True,False,True,False,False
1163,0.231,2.406,114,43.356047475509904,True,False,False,True,False,False,False,True
2691,0.449,0.784,50,3.4505720964665305,True,False,False,True,False,True,False,False
1408,0.21,2.423,66,16.87107287073443,True,False,False,False,True,True,False,False
1353,0.38,1.716,108,13.332947590203915,True,False,True,False,False,True,False,False
2334,0.203,0.772,197,37.28594017488865,True,False,False,False,True,False,False,True
755,0.146,0.812,298,165.8951437310741,True,False,True,False,False,True,False,False
1819,0.204,2.056,93,15.890746247409922,True,False,True,False,False,True,False,False
1167,0.162,1.55,272,96.95034544767158,False,True,False,True,False,True,False,False
1908,0.431,2.035,228,28.446993337436293,True,False,False,True,False,False,False,True
2582,0.154,1.61,90,14.748698244058518,False,True,False,True,False,True,False,False
1797,0.062,2.053,219,156.10522440738933,True,False,False,True,False,False,True,False
1171,0.102,1.937,68,52.63913216001684,True,False,False,False,True,False,False,True
2512,0.074,0.802,139,43.93897062888185,False,True,False,True,False,False,True,False
536,0.463,0.766,40,7.279647059310193,False,True,True,False,False,False,True,False
1593,0.321,1.372,290,28.366915430136917,False,True,True,False,False,True,False,False
2598,0.208,0.975,64,5.675582761962552,False,True,True,False,False,True,False,False
2739,0.163,2.673,143,19.20334616539065,True,False,True,False,False,True,False,False
1610,0.079,0.33,262,187.27645819679842,True,False,False,False,True,False,False,True
2399,0.119,1.92,286,69.75701704420872,False,True,False,False,True,False,False,True
703,0.374,2.344,27,8.471224037638217,False,True,False,True,False,False,False,True
2971,0.403,0.829,19,1.2693503351830189,True,False,False,True,False,False,True,False
821,0.26,1.446,85,39.737628642147754,True,False,False,True,False,False,False,True
2913,0.319,2.977,22,0.9961161718781668,False,True,True,False,False,False,True,False
2109,0.052,2.163,153,100.45751129039266,False,True,False,False,True,False,False,True
1493,0.429,0.805,98,10.37449406834578,True,False,False,False,True,False,True,False
1972,0.204,2.866,68,10.482035113449363,False,True,False,True,False,False,True,False
523,0.296,2.816,44,14.695713214871583,False,True,False,False,True,False,True,False
2771,0.094,2.533,136,30.426691477570095,True,False,True,False,False,False,True,False
1323,0.32,1.18,34,4.680593722835038,False,True,True,False,False,False,False,True
510,0.319,1.529,84,39.98804174751694,True,False,False,True,False,False,True,False
1264,0.496,0.482,70,7.3117742331781574,True,False,True,False,False,True,False,False
2599,0.18,1.5,249,43.435689465864634,True,False,False,True,False,True,False,False
931,0.057,1.685,286,292.51283457444686,True,False,True,False,False,False,True,False
1967,0.084,2.556,51,23.727169862278743,True,False,True,False,False,False,False,True
2528,0.223,0.477,37,6.622515317680194,True,False,False,True,False,False,False,True
2191,0.388,0.701,152,9.63745748087519,True,False,True,False,False,False,True,False
2222,0.36,1.716,276,34.02352034253931,True,False,False,True,False,False,False,True
1518,0.228,1.629,180,27.749275057103144,False,True,False,False,True,False,True,False
1056,0.303,2.761,265,46.23334575339419,True,False,True,False,False,False,True,False
810,0.242,2.013,65,23.870247950316386,True,False,True,False,False,False,False,True
1416,0.497,1.642,68,4.5620714307846555,False,True,True,False,False,True,False,False
564,0.316,0.877,281,81.88582913288032,False,True,False,False,True,False,True,False
1550,0.23,0.792,119,15.021235659251921,False,True,True,False,False,False,True,False
638,0.079,2.904,42,59.07850700168202,False,True,False,False,True,False,False,True
1781,0.061,0.383,239,113.03172779726528,False,True,False,False,True,False,True,False
1320,0.485,0.56,169,11.858448583704401,False,True,True,False,False,False,True,False
789,0.094,1.368,113,86.126210416184,False,True,False,True,False,False,True,False
2356,0.338,2.978,299,16.37734013516725,False,True,True,False,False,False,True,False
731,0.341,0.985,65,16.251457610613457,False,True,False,False,True,True,False,False
1950,0.289,0.551,92,13.374989513680378,False,True,False,True,False,False,False,True
1199,0.457,0.373,220,18.35585779827529,False,True,True,False,False,True,False,False
2157,0.108,0.387,146,34.43096089375394,False,True,False,False,True,False,True,False
1564,0.059,0.821,186,112.3736111540115,False,True,False,False,True,False,True,False
1085,0.239,1.489,108,29.716180350765086,True,False,True,False,False,False,False,True
2749,0.323,2.537,288,25.60949179193651,False,True,False,True,False,False,False,True
1398,0.333,0.787,224,21.585366863244616,False,True,True,False,False,False,True,False
2522,0.26,1.103,114,14.013863618925402,True,False,False,True,False,False,True,False
2379,0.125,0.333,81,24.721476995610224,True,False,False,False,True,False,False,True
739,0.096,0.216,94,101.91467223364029,False,True,False,True,False,False,False,True
1333,0.36,2.886,184,21.5735373460322,False,True,True,False,False,False,False,True
2099,0.265,2.258,289,27.937847343147812,False,True,False,False,True,False,True,False
1322,0.125,2.572,49,17.487708699510776,False,True,False,True,False,False,True,False
2114,0.162,2.685,156,32.403137949650535,True,False,False,False,True,False,True,False
2841,0.171,0.453,14,2.1264119967814525,False,True,False,False,True,False,False,True
1767,0.429,2.752,256,16.168945679128633,False,True,True,False,False,True,False,False
921,0.143,1.869,299,159.96262211557942,True,False,False,False,True,False,True,False
559,0.242,1.97,283,98.99130424541946,False,True,True,False,False,True,False,False
1802,0.231,1.698,120,13.746378160913883,False,True,True,False,False,True,False,False
